customerid,lastname,firstname,areacode,area,birthday,age,sex,totalprice,lastorderdate
I1436922,ニセ,ネクエス,21,岐阜県,1981/4/27,40,1,67600,2021/8/29
W1437081,アヘ,チワク,4,宮城県,1996/10/29,25,2,32700,2021/8/19
S1437153,トンヌホ,コノ,27,大阪府,1955/2/23,66,2,14900,2021/2/26
U1437279,トソ,ヌチ,33,岡山県,1937/10/25,84,1,30600,2020/10/20
J1437334,カキ,ノア,46,鹿児島県,2000/9/9,21,1,24700,2019/9/24
W1437414,ヒメ,スノ,32,島根県,2003/1/23,18,2,28256,2020/10/26
X1437547,ンス,モケエ,44,大分県,1938/10/4,83,1,22400,2019/12/25
F1437639,コユセサ,エホン,29,奈良県,1963/7/7,58,1,55900,2020/11/11
N1437739,ヘムフヲ,ウホミ,34,広島県,1974/4/14,47,1,48600,2020/8/9
C1437851,イイ,メセ,27,大阪府,1983/10/31,38,2,111416,2021/8/30
J1437962,タシシ,チメワ,46,鹿児島県,1996/8/15,25,2,28700,2019/2/9
C1438048,オスソ,タカメ,3,岩手県,1952/6/6,69,2,39140,2021/10/10
U1438138,ナノヤト,ニコ,13,東京都,1937/2/9,84,2,2056,2019/2/25
O1438230,ウヨコメ,スイ,19,山梨県,1960/3/17,61,2,5598,2021/5/17
J1438313,ソクサア,ヌサツヲ,38,愛媛県,1947/7/24,74,2,35800,2020/10/26
L1438471,カヨ,イコエ,38,愛媛県,1990/10/15,31,2,13300,2020/11/19
J1438588,ヨマケ,ニシ,18,福井県,1926/3/27,95,1,50700,2020/11/21
P1438688,ヤワヲヨ,ウセ,38,愛媛県,1935/1/19,86,1,8500,2019/8/23
W1438766,ハケ,ヲツソト,31,鳥取県,1979/4/8,42,1,2348,2020/9/2
X1438832,カエヒ,ヌユ,45,宮崎県,1985/8/24,36,1,29500,2019/12/24
I1438987,テシホ,ハツイ,41,佐賀県,1967/7/28,54,2,19200,2021/4/30
A1439015,オミ,ナア,5,秋田県,1945/1/14,76,2,10200,2020/8/20
I1439185,ヌキモン,テニ,7,福島県,1932/11/28,88,2,39400,2021/9/13
D1439268,サメ,イヒ,9,栃木県,1940/5/23,81,2,7581,2020/12/19
Z1439399,ヤヤマ,ノワ,42,長崎県,1926/3/22,95,1,44817,2021/3/25
B1439496,モア,ヘコ,9,栃木県,2002/3/30,19,2,25955,2021/9/21
C1439541,ヨホイキ,タム,36,徳島県,1947/5/24,74,2,36849,2021/5/12
J1439667,テウミス,ケイ,7,福島県,1940/4/5,81,2,30206,2020/11/7
K1439728,クチナ,ヘタ,46,鹿児島県,1977/8/21,44,2,58588,2021/4/11
U1439852,トツワミ,ウヘウフ,44,大分県,1965/7/2,56,1,35000,2021/10/8
B1439985,ムスヲツ,タモ,42,長崎県,1937/5/5,84,2,47266,2021/10/22
H1440099,ヘハ,テシコハ,17,石川県,1943/8/5,78,1,42574,2021/7/15
B1440152,ムタ,ハエマ,39,高知県,1946/10/19,75,1,51700,2021/3/16
Y1440233,セトコ,ヲホエト,14,神奈川県,1963/7/28,58,2,55112,2020/10/19
P1440338,ムソ,ホモア,15,新潟県,1946/12/25,74,2,47700,2021/6/1
T1440494,ホトスウ,フセカニ,11,埼玉県,1999/2/19,22,1,50900,2021/9/29
K1440533,ツチ,トオハ,39,高知県,1942/6/4,79,1,54800,2021/7/14
S1440623,オシノマ,ニモワ,4,宮城県,1999/11/10,21,1,56200,2021/5/12
V1440728,ヨクナ,メン,2,青森県,1960/10/1,61,1,76700,2021/5/11
G1440875,ナミメク,トホハヨ,26,京都府,1988/7/27,33,2,22050,2021/1/20
H1440972,メホカ,ヲスクユ,29,奈良県,1953/12/15,67,2,27300,2020/8/2
Z1441021,セカヨヒ,クアク,41,佐賀県,2003/8/12,18,1,20500,2021/2/13
E1441153,ワツタヤ,ヲモモテ,43,熊本県,1953/9/5,68,2,35464,2021/4/16
I1441269,ソフヒウ,ンイモネ,5,秋田県,1967/9/17,54,2,70631,2021/7/20
C1441369,ヤノクン,ヌイエヲ,21,岐阜県,1982/12/17,38,1,28368,2020/8/11
X1441462,ハンネ,ヲエネオ,26,京都府,2002/5/14,19,1,79400,2020/10/30
K1441523,トンミト,ヤハ,44,大分県,1990/9/13,31,2,33100,2021/1/29
S1441663,エヒヨヤ,ソカネ,30,和歌山県,1956/1/5,65,1,13600,2019/9/19
Z1441727,エユウノ,ホユトキ,27,大阪府,2006/2/19,15,1,68900,2021/8/23
N1441881,ケナ,モカハヒ,45,宮崎県,1940/7/15,81,2,70344,2021/8/24
M1441941,モメ,イテセホ,45,宮崎県,1952/3/16,69,2,36800,2020/10/6
G1442068,ノセンウ,ホケ,8,茨城県,1985/9/25,36,1,12900,2021/9/4
L1442197,ヤフ,ノフソカ,22,静岡県,1967/4/26,54,1,41800,2021/7/3
Z1442296,ムミホツ,ヤツサミ,9,栃木県,1986/4/25,35,1,64200,2021/6/2
D1442356,イウホ,カチ,21,岐阜県,1969/2/26,52,2,31900,2021/1/21
S1442489,コヒ,メトイ,44,大分県,1977/6/27,44,1,76100,2021/7/21
O1442556,スフユカ,モネク,25,滋賀県,2002/9/14,19,2,28750,2021/10/31
G1442649,ユソヤナ,ヲエテニ,8,茨城県,1997/5/23,24,1,88188,2021/5/9
P1442761,ソトヒ,コクエセ,17,石川県,1928/3/20,93,1,30800,2021/3/29
C1442855,トトイ,ツヌ,33,岡山県,1957/3/22,64,2,15389,2021/7/27
B1442922,キノ,ムネキフ,36,徳島県,2006/8/1,15,1,61272,2021/9/19
P1443038,ノウセ,マエイモ,15,新潟県,1937/11/9,83,2,43700,2021/10/26
F1443121,ヨシ,ムヤ,19,山梨県,1979/7/13,42,1,71100,2020/9/3
S1443280,オソ,テヲツモ,36,徳島県,1964/12/31,56,2,51800,2021/9/7
K1443361,タヒ,ヲンエト,37,香川県,1935/5/4,86,2,9400,2020/10/2
F1443482,キトニモ,シニマノ,18,福井県,1963/2/14,58,1,21200,2019/3/16
K1443512,カマ,ムツマ,46,鹿児島県,1968/9/8,53,2,1222,2021/7/5
E1443636,スノ,ノテヌ,20,長野県,1982/4/8,39,1,72785,2021/8/13
O1443728,ネチメヘ,チテ,18,福井県,1991/6/25,30,2,14000,2019/3/19
H1443893,スサクケ,チワ,9,栃木県,1997/12/27,23,2,11866,2021/6/11
Y1443963,テフヲ,ナト,1,北海道,1929/12/5,91,1,34700,2021/10/15
D1444083,トハヒコ,ヲネカ,36,徳島県,1928/2/3,93,1,45900,2019/5/26
R1444150,カユヲ,アヒ,3,岩手県,1945/9/29,76,2,85700,2021/4/20
E1444242,ムンンヨ,セケソハ,2,青森県,1966/11/12,54,2,29100,2021/8/15
A1444369,ヤタ,ソコモケ,33,岡山県,1933/12/6,87,1,46900,2020/9/2
G1444491,ムモサヨ,アマキ,18,福井県,1981/2/27,40,2,52640,2021/8/15
K1444563,メホフン,カマ,44,大分県,1930/12/18,90,1,65500,2021/10/23
T1444671,ノヌ,ヘセヘ,29,奈良県,1975/6/22,46,1,33400,2020/10/28
T1444781,キメ,イハヒ,19,山梨県,1999/2/14,22,1,54900,2021/7/19
O1444890,テヲ,ヨンネ,8,茨城県,1967/3/17,54,2,33000,2021/6/6
A1444973,ノサソ,ノカナホ,45,宮崎県,1971/3/20,50,2,44500,2021/9/3
J1445027,ヨノエセ,ミナ,7,福島県,1960/12/21,60,2,32500,2019/10/11
H1445197,サア,チクエワ,3,岩手県,1939/8/25,82,2,23800,2019/9/30
Z1445245,カヘモメ,ヤメ,41,佐賀県,1942/6/7,79,1,54400,2020/10/6
E1445348,アク,テホ,26,京都府,1966/6/7,55,2,28700,2021/10/23
O1445459,タメ,ホシ,19,山梨県,1944/11/12,76,1,43900,2020/2/2
G1445515,ソママア,ツニハマ,19,山梨県,1966/5/21,55,1,26300,2020/9/9
I1445618,ツセセ,ヤク,38,愛媛県,1995/5/8,26,2,50100,2021/1/31
I1445751,ノウ,メヨメ,14,神奈川県,1971/1/12,50,2,1210,2019/10/21
F1445898,ホタノ,テケヒサ,5,秋田県,1986/10/6,35,2,52600,2021/6/25
K1445964,ムカツ,セノ,4,宮城県,1991/3/4,30,2,16156,2019/11/5
O1446078,ムマヨ,タシメタ,1,北海道,1983/8/27,38,2,72400,2021/11/1
O1446156,ヘワ,ミユネイ,15,新潟県,1955/6/10,66,1,8200,2019/11/10
C1446213,ワナミキ,ハシホフ,45,宮崎県,2002/2/14,19,1,55400,2021/6/14
P1446356,オノオ,ヌカニモ,33,岡山県,2005/12/29,15,2,21868,2021/7/4
B1446489,スセヌヒ,ムニ,6,山形県,1997/3/16,24,1,44000,2020/4/25
E1446577,クイツサ,イソカ,8,茨城県,1995/5/21,26,1,54475,2021/7/7
C1446690,ソシ,イモ,24,三重県,1946/3/19,75,2,35600,2021/10/23
O1446759,ツヘ,ナオ,24,三重県,1945/3/17,76,2,53476,2021/9/15
G1446879,ヲテ,ヌエケナ,36,徳島県,2005/2/1,16,2,43123,2021/10/6
I1446916,ニシ,メミム,1,北海道,2004/3/6,17,1,55600,2021/10/24
E1447052,クトヌ,トク,13,東京都,1940/8/1,81,2,35200,2021/7/9
Y1447183,ヲソネ,ネクマノ,7,福島県,1946/9/12,75,1,34600,2020/7/14
G1447256,ソイ,ンケ,11,埼玉県,2002/10/1,19,1,29300,2021/6/2
Z1447318,ワメテエ,コモコ,14,神奈川県,1929/12/23,91,1,16100,2019/11/27
H1447412,ホキ,ヌンイ,40,福岡県,1971/8/13,50,1,39600,2020/7/17
V1447568,メサキ,ナノ,22,静岡県,1937/3/20,84,1,22900,2021/2/25
T1447688,ワエカコ,ソサ,39,高知県,1943/8/23,78,2,46500,2021/9/1
A1447741,ミスシ,サニソナ,14,神奈川県,2002/10/23,19,2,64964,2021/8/28
J1447831,ニテケ,クムエマ,17,石川県,1989/12/13,31,1,2088,2020/11/26
U1447925,ノミスタ,ンタ,36,徳島県,1958/7/20,63,1,39677,2021/9/23
R1448034,ヘトヨフ,ホシヒ,11,埼玉県,1986/1/20,35,1,27123,2020/3/24
N1448148,キスア,サチ,12,千葉県,1981/8/29,40,1,22000,2021/2/6
Y1448288,スセタ,ミテシウ,22,静岡県,1999/4/10,22,1,76284,2021/9/9
F1448387,ウマエ,テセアウ,25,滋賀県,1923/6/24,98,2,81768,2021/8/10
D1448437,ナエ,ナエムミ,2,青森県,1933/3/12,88,1,33700,2021/6/14
D1448596,ネト,カテンヒ,31,鳥取県,1977/6/24,44,2,86000,2020/10/29
H1448654,アケメ,テス,28,兵庫県,1977/9/19,44,2,25600,2021/4/17
U1448766,テタク,ソモキカ,38,愛媛県,1925/3/9,96,1,5700,2021/9/2
J1448844,イヲウオ,ヲヌフモ,46,鹿児島県,1995/5/4,26,2,42230,2020/6/29
H1448937,ヌヌウ,ユユ,7,福島県,2000/10/4,21,1,25968,2021/2/6
X1449037,エメヘホ,ユケスエ,34,広島県,1995/12/26,25,2,22084,2021/5/8
G1449136,セシヒク,ヒホ,43,熊本県,1942/11/5,78,1,31500,2021/6/26
S1449218,ウヤムイ,メヤオ,43,熊本県,1939/12/12,81,2,34406,2020/11/29
G1449375,ムホキ,ヨメトセ,9,栃木県,1978/6/10,43,2,32600,2021/6/19
D1449489,ツヌ,ハトケ,39,高知県,1951/12/26,69,1,43800,2021/6/9
R1449514,ケトソ,チワ,44,大分県,1997/6/9,24,2,10861,2021/5/14
B1449675,ケア,ミス,1,北海道,1981/6/30,40,1,76389,2021/7/1
E1449767,ケトタ,シフホヲ,1,北海道,1963/8/19,58,2,40000,2021/2/12
Y1449857,ホアテコ,ヒニコヘ,18,福井県,1968/1/30,53,2,36100,2021/3/31
C1449961,イホハ,ワセムツ,45,宮崎県,1924/12/2,96,1,38300,2021/1/26
E1450036,ツテ,ワモハサ,36,徳島県,1982/12/28,38,1,33698,2021/9/9
H1450192,ヲスメ,シタツ,7,福島県,2006/8/26,15,2,32300,2020/7/6
A1450285,ホカ,クユト,2,青森県,1936/11/24,84,1,35100,2020/5/16
Q1450374,セケン,ウメソチ,28,兵庫県,1975/11/30,45,1,29100,2021/8/24
X1450450,ネヤネヨ,ヘヒ,23,愛知県,1950/2/6,71,2,12600,2019/12/15
U1450555,イク,ヌムム,30,和歌山県,1931/5/24,90,1,75700,2021/10/5
Y1450674,ニニサ,ヤニ,4,宮城県,1951/4/22,70,2,56800,2020/2/29
J1450753,ミクク,フト,18,福井県,2004/9/2,17,1,61971,2021/7/30
D1450891,イウ,エケオヨ,47,沖縄県,1929/2/18,92,2,54517,2021/2/10
K1450918,モユ,ネハ,45,宮崎県,1947/10/25,74,2,33200,2021/1/23
Z1451044,マテ,ハキモフ,16,富山県,1926/2/6,95,2,44018,2021/10/19
B1451127,マクヨツ,マシ,41,佐賀県,2005/4/29,16,1,37444,2021/8/24
P1451253,スハメメ,チウメ,38,愛媛県,1945/6/18,76,1,34342,2021/10/17
L1451337,ソヨ,ツタ,4,宮城県,1938/4/10,83,1,43800,2020/6/8
L1451460,イセケ,ネメヌ,32,島根県,1947/12/16,73,2,26636,2021/7/10
G1451587,イヌスナ,ヒコカ,33,岡山県,1930/5/18,91,1,46100,2021/7/10
T1451611,テサケヌ,ネユツン,26,京都府,1978/1/24,43,1,23200,2020/7/9
M1451767,ネハヌヘ,タタヘ,20,長野県,1978/3/30,43,1,4181,2021/2/9
Z1451858,ヒテシ,ホヨ,1,北海道,1924/11/16,96,2,54900,2020/11/10
N1451920,カクネ,ミトウ,34,広島県,1924/6/5,97,2,62500,2021/4/5
E1452030,エモ,メフ,21,岐阜県,1936/1/19,85,2,21200,2021/11/2
Q1452190,カサ,ホユホ,3,岩手県,1976/8/1,45,1,52368,2021/10/22
U1452259,タセノ,ンキメケ,34,広島県,1949/5/8,72,1,37181,2021/9/4
D1452393,ヒヌ,ツウ,5,秋田県,1923/9/21,98,1,22338,2021/5/21
B1452449,ユハ,ノウメ,32,島根県,1966/10/12,55,1,46903,2021/1/15
C1452540,ノシヌヨ,ケク,39,高知県,1986/3/25,35,2,26400,2020/10/7
P1452635,メテ,ヒサ,21,岐阜県,1964/7/19,57,1,42972,2020/11/2
J1452765,ヤクヘ,ンン,25,滋賀県,1958/3/7,63,2,47171,2021/8/26
R1452865,ハヲ,クニネ,29,奈良県,1988/10/26,33,2,63400,2020/10/12
R1452950,チソ,オカミ,20,長野県,1966/12/17,54,2,20400,2020/11/11
T1453018,カンンヤ,カニヤ,39,高知県,1928/4/28,93,2,19300,2021/7/26
M1453176,ウナ,チスス,18,福井県,1931/7/2,90,2,43062,2020/6/26
S1453222,ネサヒ,モセキマ,7,福島県,2001/10/15,20,2,19400,2021/10/26
B1453362,ムミホ,ケイクナ,19,山梨県,1945/11/8,75,2,35172,2020/9/30
J1453496,ムトオヲ,メイ,23,愛知県,1970/6/15,51,2,31170,2021/3/22
X1453598,テチサヨ,スネワフ,40,福岡県,1934/12/12,86,1,57100,2021/6/24
N1453641,アイスヘ,マキ,27,大阪府,1950/2/24,71,1,38600,2020/3/29
T1453748,ワンタ,ウケテ,47,沖縄県,1975/7/2,46,1,28970,2021/11/1
X1453892,ホシスス,シサアア,39,高知県,2002/3/16,19,1,51000,2021/5/24
V1453992,ササソヲ,シエモ,24,三重県,1969/2/3,52,2,32700,2019/10/12
P1454086,テユネニ,ツタモニ,26,京都府,1938/2/8,83,2,28200,2020/4/26
A1454184,ヤケシ,ノシユチ,16,富山県,1977/12/30,43,1,24448,2021/8/17
B1454218,ウヌタタ,ンモタン,42,長崎県,1983/2/6,38,1,30400,2020/10/27
D1454322,ソモノ,キキ,25,滋賀県,1956/12/27,64,1,22200,2020/5/8
E1454488,ヒコ,スタキサ,3,岩手県,1998/7/1,23,1,27100,2020/8/25
N1454534,ミウ,ケムトユ,44,大分県,1930/8/9,91,1,32000,2020/12/25
V1454663,セエヒシ,サヤ,45,宮崎県,1951/8/10,70,1,705,2021/10/11
Y1454733,カヨ,ンア,40,福岡県,1994/7/25,27,2,81983,2021/5/16
W1454876,ウユ,ウカ,37,香川県,1984/4/30,37,2,46200,2021/7/24
I1454993,ワモエ,ユホ,26,京都府,1935/8/13,86,1,71100,2021/6/1
Z1455082,マヲムク,クマシト,30,和歌山県,1983/6/20,38,1,55100,2019/11/7
A1455143,ソチノ,モワヘナ,4,宮城県,1929/2/17,92,1,30400,2021/9/29
K1455265,ヤイメ,コスノ,47,沖縄県,1927/10/3,94,2,49063,2021/6/14
G1455378,シナシチ,オハ,46,鹿児島県,1945/11/21,75,1,24500,2021/3/21
W1455488,トチ,モハ,27,大阪府,1964/2/20,57,1,39200,2019/8/31
B1455543,マスツ,イス,18,福井県,1969/8/13,52,2,37201,2020/7/28
F1455685,キフ,ソケンオ,11,埼玉県,1984/11/1,37,1,27979,2021/1/26
M1455728,トカクサ,マトヘユ,39,高知県,1927/7/19,94,2,41321,2021/7/22
K1455864,ユイヨシ,マツ,5,秋田県,1939/11/28,81,1,29800,2021/6/9
M1455918,ケシ,ノムニ,1,北海道,1996/8/4,25,2,40853,2021/9/29
C1456026,ネニユ,キフワ,36,徳島県,1935/7/6,86,1,26400,2020/8/21
B1456132,カホタ,ケハユ,3,岩手県,1924/6/13,97,2,46100,2020/7/8
L1456276,セユエ,ケオフヨ,4,宮城県,1963/12/11,57,2,43300,2021/5/22
P1456362,ヲヤ,クケ,24,三重県,2003/2/7,18,1,92900,2021/10/23
D1456494,セヒン,サキネ,42,長崎県,1986/6/20,35,2,36800,2020/8/31
O1456519,ホハ,ヲクツ,2,青森県,1943/3/18,78,2,42152,2021/9/24
J1456619,サハノカ,ナトミヤ,22,静岡県,1981/5/25,40,1,60100,2021/10/4
M1456734,シチト,カソホ,32,島根県,1935/9/12,86,2,29000,2021/7/4
B1456893,カコオマ,ワメイク,24,三重県,1962/9/2,59,1,28600,2020/11/30
Y1456973,エヨソ,タメタ,20,長野県,1929/8/9,92,2,93300,2020/11/22
K1457030,ミタシ,ツムミマ,3,岩手県,1939/7/13,82,2,47100,2020/11/13
I1457145,ムサヘミ,マトセ,17,石川県,1928/11/4,92,2,58200,2021/7/10
Y1457295,チサネハ,ナサセ,15,新潟県,1941/9/21,80,2,89200,2021/7/21
K1457330,モミワト,クモヨエ,47,沖縄県,1935/12/19,85,1,73400,2021/9/3
F1457421,コオ,ノヘト,4,宮城県,1936/9/14,85,2,22400,2019/9/5
K1457565,ネユ,ナテ,13,東京都,1983/12/5,37,2,58200,2021/3/27
O1457674,ワシシセ,ウアナ,8,茨城県,1979/1/19,42,1,50200,2021/8/3
M1457797,ホユ,クウ,26,京都府,2002/11/22,18,1,43700,2021/3/1
V1457889,ウコ,タマナノ,42,長崎県,1926/8/10,95,2,42300,2021/3/26
S1457939,マトト,ヘンアス,14,神奈川県,1932/9/28,89,2,26543,2020/11/22
Y1458027,ヤヒツア,ツモハ,41,佐賀県,1937/1/29,84,2,17018,2021/8/2
E1458182,ヨム,ヤテア,31,鳥取県,1983/6/21,38,1,87500,2020/9/1
D1458256,キン,ヤミニニ,45,宮崎県,1953/3/29,68,1,15900,2020/6/7
V1458347,オサ,シネニオ,39,高知県,1958/3/22,63,1,29900,2021/3/13
N1458419,シワ,メケタヤ,32,島根県,1967/8/22,54,2,2167,2020/10/6
P1458549,キモフマ,クカイナ,22,静岡県,2001/5/23,20,1,44100,2021/8/27
O1458692,ヌハ,ミウヲ,28,兵庫県,1928/1/1,93,2,36836,2021/9/21
A1458715,ツミマヲ,ミム,42,長崎県,1928/6/2,93,1,1426,2021/3/13
S1458885,サヨマツ,ヒハウヲ,12,千葉県,1960/10/9,61,1,15400,2021/8/1
I1458960,ヲメヒ,モモ,23,愛知県,1970/9/24,51,1,7300,2020/4/10
V1459055,ムチ,ムチコ,37,香川県,1941/1/31,80,1,26398,2021/9/24
P1459161,イイ,ワクツ,45,宮崎県,1948/10/23,73,2,48200,2021/10/18
M1459247,ムク,ハウ,45,宮崎県,1944/2/12,77,2,76500,2021/10/19
X1459322,セフア,ソムチ,2,青森県,1974/8/29,47,1,42130,2021/9/4
F1459496,フククム,ヌチトワ,31,鳥取県,1944/9/22,77,2,42562,2021/2/27
V1459566,テヘス,モシカ,36,徳島県,1934/12/24,86,1,117900,2020/11/10
G1459663,ノキム,モウス,37,香川県,1989/12/30,31,2,26500,2020/6/20
P1459744,トヨノ,スキクア,3,岩手県,1991/6/19,30,2,33400,2021/7/8
E1459893,イシネマ,セヲタ,22,静岡県,1979/1/5,42,1,21700,2021/7/14
J1459987,コヒツ,ハホヘ,34,広島県,1992/9/21,29,1,19800,2020/12/14
E1460048,ホニ,ヘヘヤツ,28,兵庫県,1989/10/19,32,2,53903,2020/11/24
B1460114,ヒワ,ヨヌ,25,滋賀県,1980/1/20,41,2,52200,2021/1/12
T1460262,ウヒノカ,ネアチツ,19,山梨県,1943/10/13,78,1,68200,2021/7/22
L1460341,テヨ,ノホ,20,長野県,1973/1/2,48,1,77400,2021/8/16
U1460457,ヘオ,チハム,42,長崎県,2003/9/7,18,2,26021,2020/7/15
G1460596,ツウ,ムスシ,32,島根県,1923/11/20,97,2,43700,2020/11/9
H1460699,ミトキ,スタ,23,愛知県,1944/11/1,77,1,17700,2019/9/14
V1460725,ワワ,テヤ,21,岐阜県,1989/6/10,32,1,1210,2021/7/30
A1460812,フネ,フアケト,9,栃木県,1972/11/4,48,1,58950,2021/1/3
D1460993,ムエ,メヲナ,33,岡山県,1944/10/10,77,1,68847,2021/9/19
E1461054,マノク,セエ,47,沖縄県,1950/12/23,70,2,49082,2021/7/1
R1461157,チハナケ,テソネ,28,兵庫県,1972/9/13,49,2,119800,2021/10/17
K1461239,イシモ,ヤミア,37,香川県,1931/7/14,90,1,37355,2021/11/1
F1461374,ソネスイ,ソアカフ,43,熊本県,1945/5/11,76,2,30130,2021/1/29
X1461435,ムメ,コヲニ,14,神奈川県,1964/5/2,57,2,45676,2021/10/11
X1461542,ミメ,ヌイムヨ,38,愛媛県,1943/5/27,78,1,27600,2019/7/4
D1461635,フホヒツ,ヤワヌキ,32,島根県,2000/7/24,21,2,47800,2021/9/14
J1461742,ンムユチ,ノニ,4,宮城県,1979/5/6,42,1,53090,2020/10/6
B1461841,オメ,ヨユキニ,14,神奈川県,1966/4/6,55,2,61300,2020/6/19
N1461955,ムフノ,ニハ,23,愛知県,1941/3/29,80,2,46700,2021/3/18
V1462033,ワトテナ,ンキケ,30,和歌山県,1982/1/24,39,2,131113,2021/10/12
W1462114,イストタ,オイノ,17,石川県,1956/9/25,65,1,39249,2021/8/12
J1462225,エカ,イタ,15,新潟県,1952/8/27,69,1,46100,2021/7/3
Q1462356,ソセ,シムユ,6,山形県,1998/8/29,23,2,3100,2020/5/4
O1462498,セトセモ,ソイネニ,42,長崎県,1978/9/10,43,2,64231,2021/10/12
A1462581,ヨヌウキ,セココン,3,岩手県,1961/3/23,60,2,27800,2020/6/9
Q1462688,ヨヌ,ヤノネヌ,41,佐賀県,1935/11/24,85,1,25235,2021/8/17
P1462713,ヌマホエ,エニスユ,31,鳥取県,1965/1/24,56,1,119700,2021/8/15
E1462828,ワユ,テワ,8,茨城県,1980/11/7,40,2,55454,2020/12/29
J1462971,タアヲ,ニココミ,1,北海道,1921/12/3,99,2,21300,2020/7/27
P1463046,アスシワ,タスヘ,11,埼玉県,1952/6/25,69,1,46900,2021/4/18
S1463140,アナオ,サセフ,5,秋田県,1955/8/11,66,2,59987,2021/7/12
M1463219,ヒクン,サヨ,33,岡山県,1969/10/31,52,1,28995,2020/12/12
C1463316,ネウモフ,カケケ,34,広島県,1980/6/28,41,1,14700,2019/6/20
W1463443,サナ,ノテネ,44,大分県,1991/2/17,30,2,31819,2019/8/18
V1463575,ケタソ,ウニ,41,佐賀県,1953/11/29,67,2,26296,2020/7/31
X1463622,キウ,チノミス,42,長崎県,1925/5/22,96,2,32400,2021/6/6
Q1463743,イヘエ,ムイヤ,22,静岡県,1955/3/14,66,2,31236,2020/2/7
B1463845,ニテキ,コキメ,9,栃木県,2001/2/12,20,1,18600,2020/9/11
P1463942,トク,ヤユヲ,28,兵庫県,1932/3/4,89,2,118900,2021/10/31
D1464059,カキ,ヲケ,30,和歌山県,1945/10/2,76,1,42074,2021/4/18
N1464146,ンコ,ヲコ,46,鹿児島県,1935/11/26,85,1,24731,2021/10/5
F1464241,ケヘ,ヨチ,7,福島県,2006/2/1,15,2,24835,2021/9/29
X1464328,キウ,ハサホ,25,滋賀県,2002/4/28,19,1,9300,2021/5/27
J1464456,ムイセ,モタホ,26,京都府,1978/8/28,43,1,28000,2020/9/4
X1464562,テケ,ハマ,10,群馬県,1943/10/21,78,2,43000,2021/3/6
T1464672,ツチメチ,ニトワヲ,6,山形県,1943/3/7,78,2,54400,2021/10/30
I1464732,ツネ,メフハク,31,鳥取県,1984/12/2,36,2,29400,2021/4/25
A1464824,セチソ,ヲヨマチ,29,奈良県,1949/2/11,72,2,69466,2021/10/28
J1464980,ケス,フク,37,香川県,1989/4/14,32,1,28000,2021/8/10
R1465058,フテヤユ,スマユネ,46,鹿児島県,1955/3/22,66,1,74800,2021/10/7
M1465174,ウテネワ,シヌホタ,24,三重県,1966/3/12,55,2,22900,2019/3/1
H1465222,タツ,ヘセツカ,26,京都府,1962/10/24,59,1,49700,2020/3/26
H1465366,ワア,モフク,15,新潟県,1949/2/13,72,2,1942,2019/11/8
J1465498,チコタ,ヘフノ,24,三重県,1947/8/4,74,2,20086,2021/8/19
C1465597,ヒナ,チサコ,12,千葉県,1992/8/12,29,2,71705,2021/4/25
D1465653,フエケタ,ホヌコ,30,和歌山県,1940/11/17,80,1,18900,2020/7/29
Y1465760,キワニア,ヒヤマヘ,9,栃木県,1984/12/20,36,2,1200,2021/5/5
H1465892,ネニ,コウ,43,熊本県,1948/8/2,73,2,50800,2021/9/8
H1465990,ワトカ,カウソ,43,熊本県,1971/12/10,49,1,23900,2021/4/30
Y1466027,ソサフモ,テセオ,8,茨城県,1939/6/18,82,2,30800,2020/9/15
E1466173,ツクミ,ヘキト,36,徳島県,2006/4/15,15,1,38800,2021/3/6
W1466283,メテ,カヨム,7,福島県,2004/11/2,17,1,1862,2020/8/17
I1466320,アナサヒ,テト,39,高知県,1994/2/3,27,1,42536,2020/11/30
M1466418,エシエ,トクニ,13,東京都,1973/9/9,48,2,34900,2020/5/19
O1466537,ワキヤ,ムマ,13,東京都,1958/2/25,63,2,17485,2019/11/10
A1466632,ツナモヨ,モン,19,山梨県,1970/4/8,51,1,31818,2021/8/22
G1466719,キツウホ,ネメ,18,福井県,1979/4/2,42,2,25390,2021/4/1
P1466832,ヌモ,アヘテ,5,秋田県,1968/8/12,53,1,22800,2021/10/6
G1466926,ノヨムニ,ヒス,42,長崎県,1956/10/24,65,1,41700,2019/8/28
P1467082,ヘテンウ,ソサ,3,岩手県,2003/10/28,18,1,1545,2021/9/7
D1467196,ヘアソサ,ソカニミ,41,佐賀県,1966/11/8,54,2,52778,2021/10/15
K1467291,ハト,シアメ,1,北海道,1965/4/24,56,2,36028,2021/8/25
U1467375,エコ,クハキク,38,愛媛県,1978/3/10,43,1,67866,2021/7/30
T1467426,ハヌ,モスケ,14,神奈川県,1938/12/31,82,2,19661,2021/3/25
